Month,Airline ID,Port_Country,Passengers_In,Passengers_Out,Freight_In_(tonnes),Freight_Out_(tonnes),Mail_In_(tonnes),Mail_Out_(tonnes)
Nov-17,4608,China,3210.0,5147.0,107.309,110.165,0.0,0.0
Nov-17,4435,New Zealand,1573.0,1428.0,399.597,732.691,0.0,0.0
Nov-17,4435,Singapore,124544.0,131396.0,8512.982,7954.824,314.491,0.094
Nov-17,4797,Solomon Islands,1548.0,1492.0,7.67,27.628,0.0,0.0
Nov-17,4305,South Africa,4947.0,5126.0,106.112,383.56,0.0,0.0
Nov-17,4349,Sri Lanka,6368.0,6213.0,229.151,230.671,0.069,0.001
Nov-17,4940,Thailand,38966.0,41122.0,1526.821,2211.835,81.924,3.074
Nov-17,10740,China,1802.0,2393.0,54.089,38.33,0.0,0.0
Nov-17,5209,USA,19131.0,17756.0,539.052,988.458,79.571,0.529
Nov-17,5263,China,0.0,0.0,0.0,275.988,0.0,0.0
Nov-17,5263,Korea,0.0,0.0,0.0,36.612,0.0,0.0
Nov-17,5263,Singapore,0.0,0.0,0.0,250.185,0.0,0.0
Nov-17,5263,USA,0.0,0.0,1982.807,0.0,0.0,0.0
Nov-17,5309,Vietnam,13722.0,15337.0,955.519,400.897,0.0,0.0
Nov-17,5360,Fiji,12970.0,12386.0,28.346,41.325,0.0,0.0
Nov-17,5360,Hong Kong (SAR),4192.0,4976.0,304.193,425.108,0.0,0.0
Nov-17,5360,Indonesia,8840.0,8536.0,61.567,0.0,0.0,0.0
Nov-17,5360,New Zealand,47332.0,50736.0,72.292,69.508,0.0,0.0
Nov-17,5360,Papua New Guinea,1484.0,1504.0,0.0,24.681,0.0,0.0
Nov-17,5360,Solomon Islands,563.0,601.0,0.0,10.811,0.0,0.0
Nov-17,5360,Tonga,1174.0,1173.0,0.646,0.603,0.0,0.0
Nov-17,5360,USA,16410.0,16331.0,605.736,767.787,0.0,0.0
Nov-17,5360,Vanuatu,2010.0,2033.0,1.882,14.431,0.0,0.0
Nov-17,5360,Western Samoa,902.0,964.0,0.289,0.578,0.0,0.0
Nov-17,5484,China,6208.0,6559.0,469.174,401.016,15.996,0.0
Dec-17,139,New Caledonia,7074.0,5731.0,12.736,92.433,0.42,7.693
Dec-17,330,Canada,15661.0,19820.0,456.641,349.543,20.946,19.294
Dec-17,751,China,27365.0,32451.0,950.664,1072.206,47.335,0.0
Dec-17,1057,Mauritius,3759.0,4635.0,65.015,63.88,0.464,0.0
Dec-17,345,Cook Islands,921.0,1350.0,0.025,5.61,0.084,0.0
Dec-17,345,New Zealand,115766.0,126757.0,3068.807,2670.419,224.861,32.808
Dec-17,328,Papua New Guinea,9218.0,8272.0,43.134,200.89,0.0,0.0
Dec-17,524,Vanuatu,4704.0,5680.0,2.843,38.866,2.515,4.42
Dec-17,2417,Malaysia,59558.0,74159.0,1136.596,1220.92,0.0,0.0
Dec-17,2417,New Zealand,2133.0,5606.0,2.492,17.913,0.0,0.0
Dec-17,324,Japan,5699.0,7130.0,429.238,525.922,6.746,0.0
Dec-17,24,USA,7771.0,8654.0,32.296,215.908,54.868,0.0
Dec-17,28,Korea,9897.0,10000.0,175.712,179.865,21.836,0.0
Dec-17,1355,Singapore,2647.0,3451.0,2.846,239.383,0.0,0.0
Dec-17,1572,Singapore,2647.0,3451.0,2.846,239.383,0.0,0.0
Dec-17,1355,UK,4337.0,5061.0,369.702,107.034,19.018,2.497
Dec-17,1572,UK,4337.0,5061.0,369.702,107.034,19.018,2.497
Dec-17,1756,New Zealand,5016.0,6545.0,172.585,168.158,0.0,0.0
Dec-17,1756,Taiwan,16297.0,23990.0,334.78,719.484,51.393,1.808
Dec-17,1758,China,32959.0,42071.0,941.189,1991.267,52.795,0.0
Dec-17,1767,China,68900.0,75449.0,2046.352,2294.988,175.442,33.676
Dec-17,2009,USA,8102.0,8589.0,185.264,370.926,55.464,0.0
Dec-17,2183,Hong Kong (SAR),0.0,0.0,0.0,213.34,0.0,0.0
Dec-17,2183,New Zealand,29325.0,34296.0,906.42,344.902,0.0,24.263
Dec-17,2183,Singapore,10173.0,13269.0,83.781,301.451,0.443,0.0
Dec-17,2183,Thailand,5206.0,8289.0,0.054,8.608,0.0,0.0
Dec-17,2183,United Arab Emirates,109726.0,118703.0,3052.693,3768.754,133.156,212.318
Dec-17,2222,United Arab Emirates,56333.0,63653.0,1219.076,1443.813,28.417,22.761
Dec-17,2520,Indonesia,21890.0,31203.0,614.866,996.104,174.276,0.038
Dec-17,2660,China,7831.0,10236.0,335.805,378.193,0.0,0.0
Dec-17,2688,USA,9862.0,10884.0,204.042,271.27,0.0,0.0
Dec-17,2773,Hong Kong (SAR),3710.0,5379.0,273.428,197.487,0.0,0.0
Dec-17,2857,Indonesia,7565.0,10826.0,11.721,7.239,0.0,0.0
Dec-17,2987,Japan,8815.0,11213.0,293.041,395.626,304.446,0.156
Dec-17,9810,Korea,1002.0,424.0,0.0,4.415,0.0,0.0
Dec-17,3163,Korea,16619.0,18009.0,302.253,428.334,129.93,5.179
Dec-17,3378,Malaysia,38036.0,43578.0,1901.97,1287.419,123.994,4.852
Dec-17,18732,Indonesia,2655.0,2868.0,0.0,0.0,0.0,0.0
Dec-17,18732,Malaysia,6838.0,9881.0,3.841,0.0,0.0,0.0
Dec-17,3848,Papua New Guinea,0.0,0.0,0.0,42.842,0.0,0.0
Dec-17,3848,Solomon Islands,0.0,0.0,0.92,17.451,0.0,0.0
Dec-17,3952,New Zealand,98.0,194.0,0.0,0.0,0.0,0.0
Dec-17,3952,Philippines,10527.0,15547.0,163.24,416.321,0.0,0.0
Dec-17,3992,China,0.0,0.0,0.0,465.473,0.0,0.0
Dec-17,3992,Japan,0.0,0.0,396.803,23.216,0.0,0.0
Dec-17,3992,Taiwan,0.0,0.0,0.0,12.425,0.0,0.0
Dec-17,3992,USA,0.0,0.0,429.466,0.0,0.0,0.0
Dec-17,4091,Qatar,41771.0,47251.0,1117.923,1737.905,54.558,0.033
Dec-17,4255,Brunei,5723.0,7003.0,226.925,409.888,1.023,0.0
Dec-17,4608,China,4345.0,4645.0,133.898,49.673,0.0,0.0
Dec-17,4435,New Zealand,1776.0,2082.0,352.192,482.478,0.0,0.0
Dec-17,4435,Singapore,133675.0,162317.0,7181.077,8472.286,371.173,0.0
Dec-17,4797,Solomon Islands,1710.0,1637.0,6.019,23.145,0.0,0.0
Dec-17,4305,South Africa,7361.0,7470.0,80.526,397.127,0.0,0.0
Dec-17,4349,Sri Lanka,7648.0,8176.0,170.986,217.865,7.87,0.001
Dec-17,4940,Thailand,42922.0,49774.0,1321.961,2088.781,121.899,4.088
Dec-17,10740,China,1758.0,3100.0,73.676,69.99,0.0,0.0
Dec-17,5209,USA,19277.0,20787.0,509.797,997.64,102.969,0.591
Dec-17,5263,China,0.0,0.0,0.0,361.732,0.0,0.0
Dec-17,5263,Korea,0.0,0.0,0.0,98.635,0.0,0.0
Dec-17,5263,Singapore,0.0,0.0,0.0,376.265,0.0,0.0
Dec-17,5263,USA,0.0,0.0,1645.661,0.0,0.0,0.0
Dec-17,5309,Vietnam,15664.0,17694.0,769.524,525.567,0.0,0.0
Dec-17,5360,Fiji,12665.0,14933.0,22.129,86.181,0.0,0.0
Dec-17,5360,Hong Kong (SAR),5562.0,7346.0,282.166,584.141,0.0,0.0
Dec-17,5360,Indonesia,6595.0,9642.0,52.891,0.0,0.0,0.0
Dec-17,5360,New Zealand,53177.0,58928.0,70.446,74.02,0.0,0.0
Dec-17,5360,Papua New Guinea,1899.0,1561.0,0.103,16.815,0.0,0.0
Dec-17,5360,Solomon Islands,590.0,747.0,0.0,8.468,0.0,0.0
Dec-17,5360,Tonga,1043.0,1115.0,0.825,1.385,0.0,0.0
Dec-17,5360,USA,18178.0,21936.0,535.106,945.18,0.0,0.0
Dec-17,5360,Vanuatu,2191.0,2774.0,5.818,11.788,0.0,0.0
Dec-17,5360,Western Samoa,1852.0,2238.0,0.976,1.233,0.0,0.0
Dec-17,5484,China,7598.0,9237.0,410.563,492.664,12.746,0.0
Jan-18,139,New Caledonia,7900.0,7190.0,2.942,75.253,0.557,7.119
Jan-18,330,Canada,20529.0,17097.0,268.328,295.798,12.839,6.419
Jan-18,751,China,33188.0,25462.0,915.455,1476.423,42.637,16.574
Jan-18,1057,Mauritius,4410.0,3740.0,58.99,45.352,0.179,0.0
Jan-18,345,Cook Islands,1192.0,1034.0,0.054,3.503,0.009,0.0
Jan-18,345,New Zealand,125083.0,118882.0,3065.944,2065.633,86.32,0.009
Jan-18,328,Papua New Guinea,6979.0,8540.0,57.807,154.901,0.0,0.0
Jan-18,524,Vanuatu,5900.0,4401.0,2.534,26.596,2.639,3.735
Jan-18,2417,Malaysia,71279.0,55918.0,853.326,1164.594,0.0,0.0
Jan-18,2417,New Zealand,4694.0,2738.0,0.0,0.916,0.0,0.0
Jan-18,324,Japan,6949.0,6438.0,351.081,545.126,1.742,0.0
Jan-18,24,USA,8584.0,7620.0,7.252,169.601,47.579,0.0
Jan-18,28,Korea,11880.0,11516.0,177.36,181.705,36.946,0.0
Jan-18,1355,Singapore,2988.0,2292.0,2.602,295.354,0.0,0.0
Jan-18,1572,Singapore,2988.0,2292.0,2.602,295.354,0.0,0.0
Jan-18,1355,UK,5652.0,5234.0,352.743,100.675,18.299,0.166
Jan-18,1572,UK,5652.0,5234.0,352.743,100.675,18.299,0.166
Jan-18,1756,New Zealand,6250.0,6528.0,115.819,154.726,0.0,0.0
Jan-18,1756,Taiwan,22821.0,17462.0,231.968,843.743,26.438,2.129
Jan-18,1758,China,43647.0,31852.0,771.312,2007.086,38.597,0.0
Jan-18,1767,China,75424.0,61042.0,1363.429,2425.029,114.673,30.125
Jan-18,2009,USA,8414.0,7383.0,182.356,198.271,37.275,0.0
Jan-18,2183,Hong Kong (SAR),0.0,0.0,0.0,283.955,0.0,0.0
Jan-18,2183,New Zealand,34370.0,32479.0,854.48,190.056,0.0,13.302
Jan-18,2183,Singapore,8958.0,8145.0,36.822,154.703,0.408,0.0
Jan-18,2183,Thailand,8877.0,5142.0,0.035,13.625,0.0,0.0
Jan-18,2183,United Arab Emirates,126581.0,99558.0,2650.471,2870.089,107.218,39.541
Jan-18,2222,United Arab Emirates,65169.0,52816.0,848.421,1820.737,25.885,51.347
Jan-18,2520,Indonesia,32394.0,25501.0,470.093,1102.714,104.496,2.676
Jan-18,2660,China,10404.0,6322.0,298.271,225.909,0.0,0.0
Jan-18,2688,USA,11989.0,10416.0,154.211,213.51,0.0,0.0
Jan-18,2773,Hong Kong (SAR),5035.0,3164.0,244.146,259.401,0.0,0.0
Jan-18,2857,Indonesia,16021.0,12516.0,16.511,0.0,0.0,0.0
Jan-18,2987,Japan,10897.0,10142.0,249.797,256.969,201.909,0.113
Jan-18,9810,Korea,2561.0,2252.0,0.0,5.525,0.0,0.0
Jan-18,3163,Korea,19213.0,16600.0,207.415,191.281,128.889,4.632
Jan-18,3378,Malaysia,42518.0,32794.0,1231.977,1209.107,93.926,2.244
Jan-18,18732,Indonesia,3007.0,2025.0,0.0,0.0,0.0,0.0
Jan-18,18732,Malaysia,8910.0,6254.0,2.62,0.0,0.0,0.0
Jan-18,3848,Papua New Guinea,0.0,0.0,0.0,44.314,0.0,0.0
Jan-18,3848,Solomon Islands,0.0,0.0,0.0,10.157,0.0,0.0
Jan-18,3952,Philippines,15402.0,12327.0,176.298,389.925,1.264,0.0
Jan-18,3992,China,0.0,0.0,0.0,351.008,0.0,0.0
Jan-18,3992,Japan,0.0,0.0,374.508,13.508,0.0,0.0
Jan-18,3992,Taiwan,0.0,0.0,0.0,27.271,0.0,0.0
Jan-18,3992,USA,0.0,0.0,237.365,0.0,0.0,0.0
Jan-18,4091,Qatar,48096.0,43253.0,1036.208,1962.888,22.561,0.042
Jan-18,4255,Brunei,6924.0,6296.0,217.432,385.081,0.468,0.0
Jan-18,4608,China,5106.0,3879.0,107.935,88.496,0.0,0.0
Jan-18,4435,New Zealand,2384.0,1693.0,300.802,408.433,0.0,0.0
Jan-18,4435,Singapore,159259.0,132338.0,6284.874,8809.861,371.271,0.0
Jan-18,4797,Solomon Islands,1385.0,1333.0,6.895,26.999,0.0,0.0
Jan-18,4305,South Africa,7002.0,6583.0,101.016,277.907,0.0,0.0
Jan-18,4349,Sri Lanka,7913.0,6501.0,158.269,281.937,0.129,0.003
Jan-18,4940,Thailand,48751.0,41926.0,1157.581,2110.355,64.491,1.663
Jan-18,10740,China,3051.0,2083.0,17.906,72.727,0.0,0.0
Jan-18,5209,USA,23671.0,20201.0,447.902,578.957,71.921,0.373
Jan-18,5263,China,0.0,0.0,0.0,117.546,0.0,0.0
Jan-18,5263,Korea,0.0,0.0,0.0,111.161,0.0,0.0
Jan-18,5263,Singapore,0.0,0.0,0.0,235.6,0.0,0.0
Jan-18,5263,USA,0.0,0.0,1491.47,0.0,0.0,0.0
Jan-18,5309,Vietnam,16558.0,16493.0,745.365,577.19,0.0,0.0
Jan-18,5360,Fiji,15273.0,11739.0,71.756,49.795,0.0,0.0
Jan-18,5360,Hong Kong (SAR),7562.0,5642.0,247.527,538.836,0.0,0.0
Jan-18,5360,Indonesia,11822.0,10471.0,58.055,0.0,0.0,0.0
Jan-18,5360,New Zealand,57607.0,54376.0,56.561,35.409,0.0,0.0
Jan-18,5360,Papua New Guinea,1281.0,1707.0,0.154,12.207,0.0,0.0
Jan-18,5360,Solomon Islands,702.0,610.0,0.0,11.493,0.0,0.0
Jan-18,5360,Tonga,1294.0,1127.0,0.691,0.435,0.0,0.0
Jan-18,5360,USA,23481.0,19577.0,356.305,615.187,0.0,0.0
Jan-18,5360,Vanuatu,2865.0,2317.0,1.539,8.182,0.0,0.0
Jan-18,5360,Western Samoa,2025.0,1802.0,0.588,0.333,0.0,0.0
Jan-18,5484,China,10422.0,8183.0,405.411,584.942,12.603,0.0
Feb-18,139,New Caledonia,3988.0,6106.0,4.546,57.108,0.509,6.509
Feb-18,330,Canada,14342.0,10911.0,242.434,209.213,10.027,16.528
Feb-18,751,China,28081.0,25942.0,645.869,613.802,31.832,0.025
Feb-18,1057,Mauritius,2137.0,1521.0,42.747,37.3,0.2,0.0
Feb-18,345,Cook Islands,798.0,764.0,0.317,1.24,0.022,0.0
Feb-18,345,New Zealand,104109.0,106533.0,2998.543,2190.718,84.955,0.03
Feb-18,328,Papua New Guinea,5990.0,5995.0,41.888,201.594,0.0,0.0
Feb-18,524,Vanuatu,2460.0,2528.0,3.058,26.595,2.297,3.05
Feb-18,2417,Malaysia,50484.0,40309.0,581.702,608.869,0.0,0.0
Feb-18,2417,New Zealand,2842.0,3222.0,0.457,14.977,0.0,0.0
Feb-18,324,Japan,6367.0,5640.0,284.474,251.236,2.192,0.0
Feb-18,24,USA,7560.0,6854.0,3.376,143.278,42.169,0.0
Feb-18,28,Korea,6243.0,6210.0,182.512,148.317,34.389,0.0
Feb-18,1355,Singapore,2895.0,2219.0,4.7,263.655,0.0,0.0
Feb-18,1572,Singapore,2895.0,2219.0,4.7,263.655,0.0,0.0
Feb-18,1355,UK,4813.0,4368.0,345.695,89.361,9.197,0.415
Feb-18,1572,UK,4813.0,4368.0,345.695,89.361,9.197,0.415
Feb-18,1756,New Zealand,4035.0,4784.0,172.919,150.677,0.0,0.0
Feb-18,1756,Taiwan,16825.0,17804.0,324.778,343.589,33.082,3.088
Feb-18,1758,China,45129.0,39529.0,722.963,1016.608,23.378,0.0
Feb-18,1767,China,69815.0,65224.0,1017.458,1245.655,88.016,20.988
Feb-18,2009,USA,6948.0,6031.0,251.166,281.684,18.819,0.0
Feb-18,2183,Hong Kong (SAR),0.0,0.0,0.0,125.63,0.0,0.0
Feb-18,2183,New Zealand,23174.0,25587.0,887.811,246.932,0.732,17.864
Feb-18,2183,Singapore,14503.0,7586.0,31.791,111.999,0.689,0.0
Feb-18,2183,Thailand,9583.0,5418.0,0.139,2.229,0.0,0.0
Feb-18,2183,United Arab Emirates,91423.0,64947.0,3113.547,2874.423,106.303,32.184
Feb-18,2222,United Arab Emirates,50474.0,40345.0,933.752,1770.864,19.397,34.853
Feb-18,2520,Indonesia,22746.0,18563.0,618.351,948.181,106.724,1.006
Feb-18,2660,China,11836.0,10125.0,274.701,116.535,0.0,0.0
Feb-18,2688,USA,7639.0,6571.0,153.312,173.34,0.0,0.0
Feb-18,2773,Hong Kong (SAR),4560.0,4566.0,185.75,48.378,0.0,0.0
Feb-18,2857,Indonesia,11195.0,9136.0,30.028,0.0,0.0,0.0
Feb-18,2987,Japan,9706.0,9300.0,246.991,162.979,203.078,0.151
Feb-18,3163,Korea,15397.0,13868.0,220.657,228.835,100.221,4.048
Feb-18,3378,Malaysia,39123.0,30642.0,1337.934,887.535,100.734,2.392
Feb-18,18732,Indonesia,1431.0,993.0,0.0,0.0,0.0,0.0
Feb-18,18732,Malaysia,7595.0,5217.0,2.4,0.0,0.0,0.0
Feb-18,3848,Papua New Guinea,0.0,0.0,1.838,18.13,0.0,0.0
Feb-18,3848,Solomon Islands,0.0,0.0,0.0,15.386,0.0,0.0
Feb-18,3952,Philippines,13434.0,10288.0,175.047,316.349,0.0,0.0
Feb-18,3992,China,0.0,0.0,0.0,144.131,0.0,0.0
Feb-18,3992,Japan,0.0,0.0,329.83,22.974,0.0,0.0
Feb-18,3992,Korea,0.0,0.0,0.0,19.622,0.0,0.0
Feb-18,3992,Taiwan,0.0,0.0,0.0,13.673,0.0,0.0
Feb-18,3992,USA,0.0,0.0,334.815,0.0,0.0,0.0
Feb-18,4091,Qatar,40257.0,36341.0,1201.823,2217.354,26.873,0.029
Feb-18,4255,Brunei,6544.0,4450.0,245.29,400.974,2.102,0.0
Feb-18,4608,China,4928.0,4592.0,102.876,74.733,0.0,0.0
Feb-18,4435,New Zealand,1313.0,1244.0,190.596,464.66,0.0,0.0
Feb-18,4435,Singapore,133149.0,107624.0,5939.737,6623.151,285.859,0.0
Feb-18,4797,Solomon Islands,1174.0,946.0,3.652,18.988,0.0,0.0
Feb-18,4305,South Africa,4140.0,4291.0,89.66,299.685,0.0,0.0
Feb-18,4349,Sri Lanka,7010.0,4866.0,184.491,353.135,2.502,0.004
Feb-18,4940,Thailand,43075.0,36337.0,1253.077,1671.24,45.897,3.311
Feb-18,10740,China,4367.0,4257.0,35.329,56.238,0.0,0.0
Feb-18,5209,USA,21021.0,19272.0,466.675,832.305,73.997,0.491
Feb-18,5263,China,0.0,0.0,0.0,68.97,0.0,0.0
Feb-18,5263,Korea,0.0,0.0,0.0,33.801,0.0,0.0
Feb-18,5263,Singapore,0.0,0.0,0.0,284.828,0.0,0.0
Feb-18,5263,Taiwan,0.0,0.0,0.0,0.555,0.0,0.0
Feb-18,5263,USA,0.0,0.0,1570.26,0.0,0.0,0.0
Feb-18,5309,Vietnam,16450.0,16044.0,833.718,374.545,0.0,0.0
Feb-18,5360,Fiji,7486.0,7795.0,19.395,36.656,0.0,0.0
Feb-18,5360,Hong Kong (SAR),6699.0,5304.0,161.936,327.535,0.0,0.0
Feb-18,5360,Indonesia,9604.0,10359.0,36.831,0.0,0.0,0.0
Feb-18,5360,New Zealand,47202.0,47699.0,55.498,37.218,0.0,0.0
Feb-18,5360,Papua New Guinea,1241.0,1242.0,0.0,13.064,0.0,0.0
Feb-18,5360,Solomon Islands,504.0,516.0,0.0,8.934,0.0,0.0
Feb-18,5360,Tonga,833.0,573.0,0.6,0.199,0.0,0.0
Feb-18,5360,USA,14342.0,11974.0,429.366,667.201,0.0,0.0
Feb-18,5360,Vanuatu,1359.0,1316.0,1.39,15.862,0.0,0.0
Feb-18,5360,Western Samoa,957.0,834.0,0.0,0.647,0.0,0.0
Feb-18,5484,China,9880.0,8843.0,230.289,251.689,12.798,0.0
Mar-18,139,New Caledonia,4179.0,4971.0,4.184,98.805,0.385,6.746
Mar-18,330,Canada,14026.0,14595.0,336.101,207.534,13.088,21.74
Mar-18,751,China,22179.0,22099.0,594.755,1021.679,36.56,0.0
Mar-18,1057,Mauritius,1831.0,2016.0,38.961,47.567,0.246,0.0
Mar-18,345,Cook Islands,939.0,1281.0,0.025,7.32,0.048,0.0
Mar-18,345,New Zealand,125549.0,116648.0,3009.961,2440.11,82.744,0.99
Mar-18,328,Papua New Guinea,7556.0,6794.0,30.262,238.003,0.0,0.0
Mar-18,524,Vanuatu,3208.0,3555.0,5.485,30.208,2.689,3.251
Mar-18,2417,Malaysia,47615.0,44940.0,926.791,898.48,0.0,0.0
Mar-18,2417,New Zealand,4366.0,4791.0,48.7,110.534,0.0,0.0
Mar-18,324,Japan,5924.0,6707.0,258.88,564.142,2.878,0.0
Mar-18,24,USA,7301.0,8282.0,11.252,175.123,26.652,0.0
Mar-18,28,Korea,7124.0,6829.0,221.973,139.728,42.164,0.0
Mar-18,1355,Singapore,2439.0,2718.0,2.532,228.651,0.0,0.075
Mar-18,1572,Singapore,2439.0,2718.0,2.532,228.651,0.0,0.075
Mar-18,1355,UK,4357.0,5055.0,387.63,74.61,10.537,0.221
Mar-18,1572,UK,4357.0,5055.0,387.63,74.61,10.537,0.221
Mar-18,1756,New Zealand,4105.0,3822.0,114.174,69.16,0.0,0.0
Mar-18,1756,Taiwan,13394.0,17202.0,411.898,754.919,48.483,2.223
Mar-18,1758,China,33745.0,30890.0,859.117,1347.741,40.078,0.0
Mar-18,1767,China,50386.0,50804.0,1385.85,1777.71,118.142,30.978
Mar-18,2009,USA,7148.0,7586.0,266.86,258.452,20.271,0.0
Mar-18,2183,Hong Kong (SAR),0.0,0.0,0.0,129.322,0.0,0.0
Mar-18,2183,New Zealand,26681.0,26111.0,650.339,206.028,1.081,15.877
Mar-18,2183,Singapore,10719.0,8964.0,38.315,40.361,1.008,0.0
Mar-18,2183,Thailand,6486.0,6129.0,0.0,2.22,0.0,0.0
Mar-18,2183,United Arab Emirates,83138.0,95994.0,3279.347,3562.258,120.91,44.95
Mar-18,2222,United Arab Emirates,41871.0,51400.0,1295.386,1885.918,22.623,10.731
Mar-18,2520,Indonesia,21686.0,25490.0,698.287,845.48,156.556,0.046
Mar-18,2660,China,9966.0,9488.0,364.18,396.049,0.0,0.0
Mar-18,2688,USA,8217.0,9992.0,175.42,194.639,0.0,0.0
Mar-18,2773,Hong Kong (SAR),2643.0,2971.0,220.882,44.175,0.0,0.0
Mar-18,2857,Indonesia,11703.0,12178.0,40.246,0.0,0.0,0.0
Mar-18,2987,Japan,8463.0,10702.0,331.094,279.188,217.801,0.101
Mar-18,3163,Korea,12420.0,14766.0,250.183,165.909,145.683,4.476
Mar-18,3378,Malaysia,34416.0,32247.0,1795.393,1199.109,144.062,2.644
Mar-18,18732,Indonesia,1480.0,1929.0,0.0,0.0,0.0,0.0
Mar-18,18732,Malaysia,7772.0,6344.0,3.858,0.0,0.0,0.0
Mar-18,3848,Papua New Guinea,0.0,0.0,16.502,49.266,0.0,0.0
Mar-18,3848,Solomon Islands,0.0,0.0,0.2,23.227,0.0,0.0
Mar-18,3952,Philippines,11527.0,10406.0,223.543,326.357,0.0,0.0
Mar-18,3992,China,0.0,0.0,0.0,353.684,0.0,0.0
Mar-18,3992,Japan,0.0,0.0,395.881,46.769,0.0,0.0
Mar-18,3992,Taiwan,0.0,0.0,0.0,30.887,0.0,0.0
Mar-18,3992,USA,0.0,0.0,398.446,0.0,0.0,0.0
Mar-18,4091,Qatar,33661.0,52874.0,1684.483,2411.406,39.575,0.015
Mar-18,4255,Brunei,4656.0,4555.0,222.843,389.834,0.325,0.0
Mar-18,4608,China,3622.0,4022.0,97.613,105.267,0.0,0.0
Mar-18,4435,New Zealand,1291.0,1226.0,241.574,725.19,0.0,0.0
Mar-18,4435,Singapore,130772.0,130929.0,7231.924,7426.017,322.958,0.065
Mar-18,4797,Solomon Islands,1513.0,1277.0,7.081,18.4,0.0,0.0
Mar-18,4305,South Africa,5078.0,5825.0,87.317,266.824,0.0,0.0
Mar-18,4349,Sri Lanka,7139.0,5806.0,204.06,315.952,0.313,0.002
Mar-18,4940,Thailand,42259.0,41641.0,1533.803,1819.602,47.919,3.537
Mar-18,10740,China,3501.0,3402.0,33.061,103.322,0.0,0.0
Mar-18,5209,USA,19694.0,24286.0,608.083,870.018,79.878,0.38
Mar-18,5263,China,0.0,0.0,0.0,164.033,0.0,0.0
Mar-18,5263,Korea,0.0,0.0,0.0,151.206,0.0,0.0
Mar-18,5263,Singapore,0.0,0.0,0.0,332.819,0.0,0.0
Mar-18,5263,USA,0.0,0.0,1755.427,0.0,0.0,0.0
Mar-18,5309,Vietnam,17954.0,16343.0,848.905,384.492,0.0,0.0
Mar-18,5360,Fiji,8814.0,10339.0,20.466,42.631,0.0,0.0
Mar-18,5360,Hong Kong (SAR),5699.0,5829.0,285.1,435.054,0.0,0.0
Mar-18,5360,Indonesia,10516.0,12881.0,48.704,0.0,0.0,0.0
Mar-18,5360,New Zealand,56817.0,52433.0,69.868,40.05,0.0,0.0
Mar-18,5360,Papua New Guinea,1532.0,1234.0,0.0,20.318,0.0,0.0
Mar-18,5360,Solomon Islands,543.0,621.0,0.0,9.795,0.0,0.0
Mar-18,5360,Tonga,1040.0,647.0,0.586,0.161,0.0,0.0
Mar-18,5360,USA,13246.0,14837.0,496.292,722.418,0.0,0.0
Mar-18,5360,Vanuatu,1346.0,1492.0,2.465,8.465,0.0,0.0
Mar-18,5360,Western Samoa,1147.0,1369.0,0.055,0.636,0.0,0.0
Mar-18,5484,China,8965.0,7998.0,421.725,546.269,15.468,0.0
Apr-18,139,New Caledonia,5227.0,4607.0,8.042,86.213,0.235,7.149
Apr-18,330,Canada,9894.0,14483.0,389.111,262.145,11.968,22.722
Apr-18,751,China,22057.0,21222.0,580.109,616.256,49.795,0.0
Apr-18,1057,Mauritius,2444.0,2679.0,30.694,48.88,0.221,0.0
Apr-18,345,Cook Islands,918.0,1072.0,0.029,3.787,0.014,0.0
Apr-18,345,New Zealand,121781.0,108959.0,2242.972,2039.743,121.195,2.569
Apr-18,328,Papua New Guinea,6926.0,7673.0,34.586,200.522,0.0,0.0
Apr-18,524,Vanuatu,4951.0,4420.0,5.139,38.881,2.709,3.904
Apr-18,2417,Malaysia,51746.0,46485.0,1087.681,790.323,0.0,0.0
Apr-18,2417,New Zealand,5499.0,5566.0,107.081,73.979,0.0,0.0
Apr-18,324,Japan,5883.0,5502.0,350.869,492.977,0.544,0.0
Apr-18,24,USA,6466.0,7808.0,25.526,213.21,48.242,0.0
Apr-18,28,Korea,6939.0,7290.0,198.753,163.723,28.504,0.0
Apr-18,1355,Singapore,2445.0,2946.0,8.019,173.632,0.0,0.0
Apr-18,1572,Singapore,2445.0,2946.0,8.019,173.632,0.0,0.0
Apr-18,1355,UK,3609.0,4852.0,389.42,92.824,7.307,0.0
Apr-18,1572,UK,3609.0,4852.0,389.42,92.824,7.307,0.0
Apr-18,1756,New Zealand,4333.0,3920.0,91.729,84.609,0.0,0.0
Apr-18,1756,Taiwan,15324.0,16530.0,411.726,728.18,37.636,3.655
Apr-18,1758,China,29896.0,29720.0,785.431,1116.119,48.422,0.0
Apr-18,1767,China,48056.0,47020.0,1954.392,1700.711,150.809,30.751
Apr-18,2009,USA,6491.0,7121.0,270.317,334.982,26.928,0.0
Apr-18,2183,Hong Kong (SAR),0.0,0.0,0.0,176.346,0.0,0.0
Apr-18,2183,New Zealand,11216.0,9056.0,283.478,100.365,0.0,0.0
Apr-18,2183,Singapore,12053.0,8763.0,34.334,44.437,0.251,0.0
Apr-18,2183,Thailand,8516.0,5824.0,0.0,18.783,0.0,0.0
Apr-18,2183,United Arab Emirates,81025.0,107426.0,3040.412,3462.631,127.97,52.305
Apr-18,2222,United Arab Emirates,37655.0,56837.0,1339.662,1311.837,18.735,9.593
Apr-18,2520,Indonesia,24604.0,25120.0,686.38,703.777,149.776,1.402
