Month,Airline,Port_Country,Passengers_In,Freight_In_(tonnes),Mail_In_(tonnes),Passengers_Out,Freight_Out_(tonnes),Mail_Out_(tonnes),Year,Month_num
Jun-09,China Southern Airlines,China,4017,277.896,18.24,4590,16.509,2.156,2009,6
Jun-09,Continental Micronesia,Guam,972,0.206,0.007,949,1.08,0.006,2009,6
Jun-09,Emirates,New Zealand,17703,882.469,0,15151,895.341,1.213,2009,6
Jun-09,Emirates,Singapore,6971,50.535,13.578,6962,330.301,0,2009,6
Jun-09,Emirates,Thailand,1601,1.096,0,1130,0,0,2009,6
Jun-09,Emirates,United Arab Emirates,47129,1249.182,133.426,59482,1508.848,0.378,2009,6
Jun-09,Etihad Airways,Singapore,1004,61.411,0,912,112.215,0,2009,6
Jun-09,Etihad Airways,United Arab Emirates,16045,761.68,77.58,20356,720.876,16.412,2009,6
Jun-09,Eva Air,Taiwan,1745,118.836,5.17,2482,37.719,0.798,2009,6
Jun-09,Federal Express Corporation,China,0,0,0,0,157.162,0,2009,6
Jun-09,Federal Express Corporation,USA,0,947.019,36.734,0,0,0,2009,6
Jun-09,Garuda Indonesia,Indonesia,20240,289.145,13.305,23544,92.938,0.006,2009,6
Jun-09,Hawaiian Airlines,USA,1524,6.919,3.684,1552,32.155,0.089,2009,6
Jun-09,JALways,Japan,7447,332.972,125.019,8787,391.139,1.021,2009,6
Jun-09,Jetstar,Indonesia,15067,154.7,0,16562,16.544,0.475,2009,6
Jun-09,Jetstar,Japan,12119,247.654,6.67,13141,203.328,10.922,2009,6
Jun-09,Jetstar,New Zealand,19781,37.021,0,21540,50.331,0,2009,6
Jun-09,Jetstar,Singapore,11466,24.662,0,12345,9.347,10.102,2009,6
Jun-09,Jetstar,Thailand,5715,161.475,0,6440,22.283,1.31,2009,6
Jun-09,Jetstar,USA,4252,77.517,0.612,4466,60.984,0.776,2009,6
Jun-09,Jetstar,Vietnam,1936,12.554,0,1883,0.165,0,2009,6
Jun-09,Korean Air,Korea,8230,792.007,87.147,11965,456.098,3.562,2009,6
Jun-09,LAN Airlines,Chile,2108,247.619,1.611,2515,125.75,3.365,2009,6
Jun-09,LAN Airlines,New Zealand,1892,25.059,0,2384,31.867,0.082,2009,6
Jun-09,Malaysia Airlines,Indonesia,0,0,0,0,11.204,0,2009,6
Jun-09,Malaysia Airlines,Malaysia,29395,2583.173,13.763,39665,1262.464,0,2009,6
Jun-09,Our Airline,Nauru,259,0.497,0,261,6.418,0,2009,6
Jun-09,Our Airline,Solomon Islands,578,0,0,669,0,0,2009,6
Jun-09,Pacific Air Express,Solomon Islands,0,4.806,0,0,34.864,0,2009,6
Jun-09,Philippine Airlines,Philippines,4476,147.187,3.747,4915,83.066,0,2009,6
Jun-09,Qantas Airways,Argentina,2415,47.043,0,2669,34.709,0.792,2009,6
Jun-09,Qantas Airways,China,4121,466.874,35.851,4857,410.407,3.641,2009,6
Jun-09,Qantas Airways,Germany,3730,100.072,5.119,3884,21.991,40.788,2009,6
Jun-09,Qantas Airways,Hong Kong (SAR),20158,1327.038,12.406,21041,377.916,50.646,2009,6
Jun-09,Qantas Airways,India,315,18.939,0,401,9.44,0.558,2009,6
Jun-09,Qantas Airways,Indonesia,3961,43.815,0,3744,76.251,2.492,2009,6
Jun-09,Qantas Airways,Japan,5499,189.644,75.205,6711,212.903,45.586,2009,6
Jun-09,Qantas Airways,New Caledonia,1282,2.084,0.389,2183,13.29,2.64,2009,6
Jun-09,Qantas Airways,New Zealand,37802,744.913,0,38329,996.287,139.895,2009,6
Jun-09,Qantas Airways,Philippines,3443,54.388,5.631,3432,172.245,1.845,2009,6
Jun-09,Qantas Airways,Singapore,36528,1687.997,80.427,40134,1539.277,127.809,2009,6
Jun-09,Qantas Airways,South Africa,5726,87.863,4.623,5967,49.105,8.987,2009,6
Jun-09,Qantas Airways,Thailand,3289,84.685,0.389,3477,110.735,12.38,2009,6
Jun-09,Qantas Airways,UK,18154,374.087,50.16,18330,142.386,102.451,2009,6
Jun-09,Qantas Airways,USA,46724,1785.94,192.012,47975,453.816,142.722,2009,6
Jun-09,Qantas Airways,Vietnam,0,0,0,0,10.238,0,2009,6
Jun-09,Royal Brunei Airlines,Brunei,3831,39.879,0.161,5258,126.701,0,2009,6
Jun-09,Royal Brunei Airlines,New Zealand,445,37.534,0,711,107.608,0,2009,6
Jun-09,Singapore Airlines,New Zealand,0,131.714,0,0,343.79,0,2009,6
Jun-09,Singapore Airlines,Singapore,76843,4481.558,117.492,95089,3472.943,0.829,2009,6
Jun-09,Solomon Airlines,Solomon Islands,257,11.008,0,298,8.189,0,2009,6
Jun-09,South African Airways,South Africa,3938,24.094,2.158,4389,96.191,2.084,2009,6
Jun-09,Tasman Cargo Airlines,New Zealand,0,180.725,0,0,177.985,0,2009,6
Jun-09,Thai Airways International,Thailand,33201,1784.669,102.977,40492,1058.039,3.767,2009,6
Jun-09,Tiger Airways,Singapore,4323,0,0,5011,0,0,2009,6
Jun-09,United Airlines,USA,18904,97.646,59.061,20083,345.973,2.696,2009,6
Jun-09,United Parcel Service,Singapore,0,0,0,0,52.447,0,2009,6
Jun-09,United Parcel Service,USA,0,1177.877,0,0,0,0,2009,6
Jun-09,V Australia,USA,8993,425.63,0,11347,66.116,0,2009,6
Jun-09,Vietnam Airlines,Vietnam,5821,196.041,0,7604,38.157,0,2009,6
Jun-09,Virgin Atlantic Airways,Hong Kong (SAR),3088,603.143,0,3881,141.278,0,2009,6
Jun-09,Virgin Atlantic Airways,UK,1365,30.901,0,2258,82.765,0,2009,6
Jun-09,Virgin Australia,Fiji,8399,5.605,0,9621,16.82,0,2009,6
Jun-09,Virgin Australia,Indonesia,10605,0,0,12505,0,0,2009,6
Jun-09,Virgin Australia,New Zealand,26581,51.598,0,29764,34.536,0,2009,6
Jun-09,Virgin Australia,Papua New Guinea,1121,0,0,1206,7.537,0,2009,6
Jun-09,Virgin Australia,Solomon Islands,793,0,0,1110,6.739,0,2009,6
Jun-09,Virgin Australia,Tonga,838,1.308,0,1063,1.902,0,2009,6
Jun-09,Virgin Australia,Vanuatu,2330,19.606,0,2570,8.023,0,2009,6
Jun-09,Virgin Samoa,Western Samoa,1352,0.475,0,1613,2.565,0,2009,6
Jul-09,Aerolineas Argentinas,Argentina,1725,4.283,0.959,1499,33.995,0,2009,7
Jul-09,Aerolineas Argentinas,New Zealand,1301,39.824,0,1399,25.68,0,2009,7
Jul-09,Air Austral,France,507,0,0,197,0.08,0,2009,7
Jul-09,Air Austral,Reunion,1088,0.35,0,684,1.877,0,2009,7
Jul-09,Air Caledonie,New Caledonia,3203,1.235,0.396,3557,92.758,1.476,2009,7
Jul-09,Air Canada,Canada,6739,382.348,0.454,6722,173.4,0.024,2009,7
Jul-09,Air China,China,10791,325.164,32.03,7469,119.186,6.331,2009,7
Jul-09,Air Mauritius,Mauritius,1170,18.614,0.042,1284,57.143,0,2009,7
Jul-09,Air New Zealand,Cook Islands,45,0,0,4,0,0,2009,7
Jul-09,Air New Zealand,New Zealand,91112,1567.009,318.426,89497,1701.231,1.331,2009,7
Jul-09,Air Niugini,Papua New Guinea,8866,80.835,1.31,8491,226.013,13.872,2009,7
Jul-09,Air Pacific,Fiji,19143,281.684,1.956,19334,223.574,10.547,2009,7
Jul-09,Air Vanuatu,Vanuatu,5036,13.533,0,4889,38.502,0,2009,7
Jul-09,AirAsia X,Malaysia,22433,104.867,0,21385,22.532,0,2009,7
Jul-09,Airlines PNG,Papua New Guinea,545,2.845,0.015,471,5.619,0.02,2009,7
Jul-09,Asiana Airlines,Korea,6863,204.444,47.262,4811,69.712,0,2009,7
Jul-09,British Airways,Singapore,1501,146.728,0,2271,198.009,0,2009,7
Jul-09,British Airways,Thailand,3056,100.041,0,3152,34.297,0,2009,7
Jul-09,British Airways,UK,11849,293.363,72.487,8734,103.598,0,2009,7
Jul-09,Cargolux Airlines Intl,Luxembourg,0,77.821,0,0,0,0,2009,7
Jul-09,Cargolux Airlines Intl,New Zealand,0,0,0,0,77.891,0,2009,7
Jul-09,Cargolux Airlines Intl,Singapore,0,40.118,0,0,0,0,2009,7
Jul-09,Cargolux Airlines Intl,USA,0,0,0,0,51.158,0,2009,7
Jul-09,Cathay Pacific Airways,Hong Kong (SAR),64255,3413.096,181.181,47196,2131.546,34.009,2009,7
Jul-09,China Airlines,Taiwan,9564,234.622,32.425,7422,44.984,0.38,2009,7
Jul-09,China Eastern Airlines,China,7214,31.911,6.575,3845,134.774,0.933,2009,7
Jul-09,China Southern Airlines,China,5075,306.222,12.529,3504,17.208,0.611,2009,7
Jul-09,Continental Micronesia,Guam,1395,0.165,0.003,1479,1.69,0.008,2009,7
Jul-09,Delta Air Lines,USA,7201,421.6,25.478,6496,100.859,0,2009,7
Jul-09,Emirates,New Zealand,25979,897.049,0,21865,930.759,0,2009,7
Jul-09,Emirates,Singapore,4581,42.442,11.317,3371,288.526,0,2009,7
Jul-09,Emirates,Thailand,1206,6.804,0,983,0.001,0,2009,7
Jul-09,Emirates,United Arab Emirates,67327,1491.406,123.475,48266,1482.378,0.687,2009,7
Jul-09,Etihad Airways,Singapore,221,54.124,0,157,113.055,0,2009,7
Jul-09,Etihad Airways,United Arab Emirates,23759,825.289,57.253,18978,585.411,24.003,2009,7
Jul-09,Eva Air,Taiwan,2715,159.663,5.488,1749,29.924,1.068,2009,7
Jul-09,Federal Express Corporation,China,0,0,0,0,20.368,0,2009,7
Jul-09,Federal Express Corporation,USA,0,850.738,9.59,0,0,0,2009,7
Jul-09,Garuda Indonesia,Indonesia,23628,334.059,12.436,21798,128.399,0.006,2009,7
Jul-09,Hawaiian Airlines,USA,2560,4.765,0.513,2779,26.251,0,2009,7
Jul-09,Indonesia AirAsia,Indonesia,2160,0,0,2448,0,0,2009,7
Jul-09,JALways,Japan,12863,548.397,83.474,9853,419.677,1.148,2009,7
Jul-09,Jetstar,Indonesia,15487,161.707,0,15233,18.541,0.298,2009,7
Jul-09,Jetstar,Japan,14209,293.321,6.964,11125,174.108,13.159,2009,7
Jul-09,Jetstar,New Zealand,24330,34.07,0,26480,48.347,0,2009,7
Jul-09,Jetstar,Singapore,12988,25.602,2.993,10981,7.93,10.134,2009,7
Jul-09,Jetstar,Thailand,7081,206.707,0,5982,36.04,1.228,2009,7
Jul-09,Jetstar,USA,3577,128.64,1.415,3683,34.391,0.72,2009,7
Jul-09,Jetstar,Vietnam,1500,4.405,0,1114,0.124,0,2009,7
Jul-09,Korean Air,Korea,14546,877.065,97.358,9978,345.529,2.607,2009,7
Jul-09,LAN Airlines,Chile,2915,277.182,3.031,2721,86.678,3.745,2009,7
Jul-09,LAN Airlines,New Zealand,2468,12.731,0,2854,41.734,0.004,2009,7
Jul-09,Malaysia Airlines,Indonesia,0,0,0,0,3.696,0,2009,7
Jul-09,Malaysia Airlines,Malaysia,42096,2659.173,14.914,41019,1082.43,0,2009,7
Jul-09,Our Airline,Nauru,261,0.523,0,264,7.343,0,2009,7
Jul-09,Our Airline,Solomon Islands,750,0,0,640,0,0,2009,7
Jul-09,Pacific Air Express,Solomon Islands,0,3.75,0,0,51.084,0,2009,7
Jul-09,Philippine Airlines,Philippines,5918,234.388,6.391,4654,100.461,0,2009,7
Jul-09,Qantas Airways,Argentina,2685,14.903,0,2520,19.07,0.909,2009,7
Jul-09,Qantas Airways,China,6119,735.517,54.373,3637,177.254,4.218,2009,7
Jul-09,Qantas Airways,Germany,4846,121.119,8.65,3486,26.072,45.79,2009,7
Jul-09,Qantas Airways,Hong Kong (SAR),26003,1398.3,11.044,18766,280.757,61.176,2009,7
Jul-09,Qantas Airways,India,438,16.097,0,254,2.625,0.584,2009,7
Jul-09,Qantas Airways,Indonesia,4262,72.281,0,4113,91.172,3.748,2009,7
Jul-09,Qantas Airways,Japan,8755,178.895,55.605,7662,240.84,47.986,2009,7
Jul-09,Qantas Airways,Macau,0,0,0,0,22.8,0,2009,7
Jul-09,Qantas Airways,New Caledonia,2012,0.673,0.216,2017,10.358,3.078,2009,7
Jul-09,Qantas Airways,New Zealand,48407,984.179,0,46629,1346.247,177.168,2009,7
Jul-09,Qantas Airways,Philippines,3566,66.811,4.267,2668,67.331,2.05,2009,7
Jul-09,Qantas Airways,Singapore,43209,1624.068,72.685,38140,1728.923,152.614,2009,7
Jul-09,Qantas Airways,South Africa,7501,91.459,4.824,6697,50.48,11.052,2009,7
Jul-09,Qantas Airways,Thailand,2815,82.107,0.516,3204,119.428,15.514,2009,7
Jul-09,Qantas Airways,UK,20056,416.777,58.042,16668,86.807,120.403,2009,7
Jul-09,Qantas Airways,United Arab Emirates,0,0,0,0,90.4,0,2009,7
Jul-09,Qantas Airways,USA,52883,2316.111,208.274,50572,417.975,168.77,2009,7
Jul-09,Qantas Airways,Vietnam,0,0,0,0,0.931,0,2009,7
Jul-09,Royal Brunei Airlines,Brunei,5362,129.453,0.093,5155,103.668,0,2009,7
Jul-09,Royal Brunei Airlines,New Zealand,1869,65.762,0,2167,33.353,0.009,2009,7
Jul-09,Singapore Airlines,New Zealand,0,151.88,0,0,331.787,0,2009,7
Jul-09,Singapore Airlines,Singapore,113507,5450.963,124.125,95946,3771.405,0.773,2009,7
Jul-09,Solomon Airlines,Solomon Islands,334,7.812,0,285,8.028,0,2009,7
Jul-09,South African Airways,South Africa,5371,33.334,1.642,4722,100.546,2.212,2009,7
Jul-09,Tasman Cargo Airlines,New Zealand,0,266.732,0,0,270.556,0,2009,7
Jul-09,Thai Airways International,Thailand,47844,2104.772,106.232,37834,1167.057,5.84,2009,7
Jul-09,Tiger Airways,Singapore,4466,0,0,4958,0,0,2009,7
Jul-09,United Airlines,USA,22010,21.683,75.031,21276,392.606,12.773,2009,7
Jul-09,United Parcel Service,Singapore,0,0,0,0,75.809,0,2009,7
Jul-09,United Parcel Service,USA,0,1303.169,0,0,0,0,2009,7
Jul-09,V Australia,USA,12450,382.932,19.239,12044,53.904,0,2009,7
Jul-09,Vietnam Airlines,Vietnam,9663,223.953,0,8218,43.632,0,2009,7
Jul-09,Virgin Atlantic Airways,Hong Kong (SAR),5688,573.652,0,4114,149.334,0,2009,7
Jul-09,Virgin Atlantic Airways,UK,2492,37.932,0,2399,27.828,0,2009,7
Jul-09,Virgin Australia,Fiji,11765,3.169,0,11087,21.398,0,2009,7
Jul-09,Virgin Australia,Indonesia,13868,0,0,13000,0,0,2009,7
Jul-09,Virgin Australia,New Zealand,34126,67.113,0,35243,30.285,0,2009,7
Jul-09,Virgin Australia,Papua New Guinea,1877,0,0,1793,8.966,0,2009,7
Jul-09,Virgin Australia,Solomon Islands,1168,0,0,1123,5.042,0,2009,7
Jul-09,Virgin Australia,Tonga,1101,1.486,0,1148,1.27,0,2009,7
Jul-09,Virgin Australia,Vanuatu,3116,0.257,0,2874,7.082,0,2009,7
Jul-09,Virgin Samoa,Western Samoa,1915,1.414,0,1814,2.695,0,2009,7
Aug-09,Aerolineas Argentinas,Argentina,1383,6.209,0.95,1199,17.022,0,2009,8
Aug-09,Aerolineas Argentinas,New Zealand,894,39.457,0,1109,47.976,0,2009,8
Aug-09,Air Austral,France,193,0.585,0,377,0,0,2009,8
Aug-09,Air Austral,Reunion,548,0,0,900,5.969,0,2009,8
Aug-09,Air Caledonie,New Caledonia,3594,1.522,0.359,2723,85.589,1.395,2009,8
Aug-09,Air Canada,Canada,6142,285.411,0.437,6699,192.525,0.019,2009,8
Aug-09,Air China,China,9102,266.654,46.1,7712,147.338,6.389,2009,8
Aug-09,Air Mauritius,Mauritius,1227,34.147,0,1070,44.86,0.003,2009,8
Aug-09,Air New Zealand,Cook Islands,44,0.08,0,4,0,0,2009,8
Aug-09,Air New Zealand,New Zealand,86489,1555.259,311.453,87855,1668.279,5.381,2009,8
Aug-09,Air Niugini,Papua New Guinea,7416,82.228,1.716,7902,212.466,17.369,2009,8
Aug-09,Air Pacific,Fiji,17879,312.188,2.184,17985,250.623,10.835,2009,8
Aug-09,Air Vanuatu,Vanuatu,4202,13.885,0,4023,37.384,0,2009,8
Aug-09,AirAsia X,Malaysia,22224,111.75,0,21701,19.547,0,2009,8
Aug-09,Airlines PNG,Papua New Guinea,356,1.919,0.012,430,4.627,0.01,2009,8
Aug-09,Asiana Airlines,Korea,5911,185.666,42.798,6743,77.248,0,2009,8
Aug-09,British Airways,Singapore,1754,120.852,0,1928,166.544,0,2009,8
Aug-09,British Airways,Thailand,3989,56.383,0,2472,31.437,0,2009,8
Aug-09,British Airways,UK,8451,325.261,64.12,9890,96.132,0,2009,8
Aug-09,Cargolux Airlines Intl,Luxembourg,0,131.779,0,0,0,0,2009,8
Aug-09,Cargolux Airlines Intl,New Zealand,0,0,0,0,112.484,0,2009,8
Aug-09,Cargolux Airlines Intl,Singapore,0,57.146,0,0,0,0,2009,8
Aug-09,Cargolux Airlines Intl,USA,0,0,0,0,117.013,0,2009,8
Aug-09,Cathay Pacific Airways,Hong Kong (SAR),53988,3431.321,192.857,55440,2163.033,29.088,2009,8
Aug-09,China Airlines,Taiwan,7911,213.008,36.632,9012,58.832,0.109,2009,8
Aug-09,China Eastern Airlines,China,5294,81.821,9.34,4228,78.818,0.298,2009,8
Aug-09,China Southern Airlines,China,4649,317.822,15.599,4291,13.251,19.918,2009,8
Aug-09,Continental Micronesia,Guam,1644,0.621,0.002,1683,1.527,0.008,2009,8
Aug-09,Delta Air Lines,USA,5771,486.619,35.219,6580,134.458,0,2009,8
Aug-09,Emirates,New Zealand,21600,969.313,0,16904,1016.471,0,2009,8
Aug-09,Emirates,Singapore,3433,67.446,13.036,3126,344.418,0,2009,8
Aug-09,Emirates,Thailand,1470,5.065,0,982,0.285,0,2009,8
Aug-09,Emirates,United Arab Emirates,52870,1537.805,156.694,50469,2025.985,0.54,2009,8
Aug-09,Etihad Airways,Singapore,194,52.205,0,135,119.946,0.006,2009,8
Aug-09,Etihad Airways,United Arab Emirates,21625,829.989,45.036,19966,721.261,31.406,2009,8
Aug-09,Eva Air,Taiwan,2282,161.222,5.386,2915,37.048,1.2,2009,8
Aug-09,Federal Express Corporation,China,0,0,0,0,14.998,0,2009,8
Aug-09,Federal Express Corporation,USA,0,913.151,0,0,0,0,2009,8
Aug-09,Garuda Indonesia,Indonesia,20468,334.293,14.47,19909,143.539,0.015,2009,8
Aug-09,Hawaiian Airlines,USA,2256,1.218,0.307,2414,28.472,0,2009,8
Aug-09,Indonesia AirAsia,Indonesia,5391,0,0,5911,0,0,2009,8
Aug-09,JALways,Japan,10972,399.869,113.681,10968,450.885,1.2,2009,8
Aug-09,Jetstar,Indonesia,15639,184.617,0,15706,6.044,0.318,2009,8
Aug-09,Jetstar,Japan,17765,364.526,7.314,18648,214.25,11.592,2009,8
Aug-09,Jetstar,New Zealand,25761,31.005,0,27820,48.709,0,2009,8
Aug-09,Jetstar,Singapore,12344,20.626,1.619,12803,10.105,11.158,2009,8
Aug-09,Jetstar,Thailand,5987,180.418,0,5949,33.607,1.044,2009,8
Aug-09,Jetstar,USA,3797,85.828,2.378,4311,39.863,0.841,2009,8
Aug-09,Jetstar,Vietnam,1464,8.97,0,1824,0.088,0,2009,8
Aug-09,Korean Air,Korea,11044,879.583,80.645,13463,334.51,2.841,2009,8
Aug-09,LAN Airlines,Chile,2936,226.348,2.749,3146,129.515,3.455,2009,8
Aug-09,LAN Airlines,New Zealand,2222,43.578,1.818,2574,69.874,0.47,2009,8
Aug-09,Malaysia Airlines,Indonesia,0,0,0,0,0,0,2009,8
Aug-09,Malaysia Airlines,Malaysia,38366,2603.463,17.184,36760,1059.861,0,2009,8
Aug-09,Our Airline,Nauru,184,0.46,0,168,8.426,0,2009,8
Aug-09,Our Airline,Solomon Islands,7,0,0,19,0,0,2009,8
Aug-09,Pacific Air Express,Solomon Islands,0,1.411,0,0,35.41,0,2009,8
Aug-09,Philippine Airlines,Philippines,4702,223.394,7.529,4140,72.705,0,2009,8
Aug-09,Qantas Airways,Argentina,2277,12.49,0,2754,14.497,0.893,2009,8
Aug-09,Qantas Airways,China,4220,666.199,49.103,4196,107.514,3.561,2009,8
Aug-09,Qantas Airways,Germany,4006,123.043,10.057,3866,21.126,41.028,2009,8
Aug-09,Qantas Airways,Hong Kong (SAR),20583,1200.273,11.775,22229,282.739,51.676,2009,8
Aug-09,Qantas Airways,India,259,13.77,0,211,4.643,0.499,2009,8
Aug-09,Qantas Airways,Indonesia,2828,66.596,0,2809,78.979,3.444,2009,8
Aug-09,Qantas Airways,Japan,5782,126.888,28.427,6401,135.384,36.451,2009,8
Aug-09,Qantas Airways,Malaysia,0,0,0,0,103.306,0,2009,8
Aug-09,Qantas Airways,New Caledonia,2426,1.076,0.295,1894,52.703,5.051,2009,8
Aug-09,Qantas Airways,New Zealand,45389,938.873,0.095,45223,1405.182,157.434,2009,8
Aug-09,Qantas Airways,Papua New Guinea,0,0,0,0,5.713,0,2009,8
Aug-09,Qantas Airways,Philippines,3462,27.768,5.391,2666,58.453,1.854,2009,8
Aug-09,Qantas Airways,Singapore,35560,1563.458,77.157,33704,1503.332,126.297,2009,8
Aug-09,Qantas Airways,South Africa,6745,127.348,3.525,5865,56.972,9.048,2009,8
Aug-09,Qantas Airways,Thailand,2561,57.153,0.442,2716,107.973,14.013,2009,8
Aug-09,Qantas Airways,UK,16555,325.808,66.601,17589,82.162,103.669,2009,8
Aug-09,Qantas Airways,USA,42280,2519.734,177.005,48340,378.352,145.656,2009,8
Aug-09,Qantas Airways,Vietnam,0,0,0,0,0.755,0,2009,8
Aug-09,Royal Brunei Airlines,Brunei,5024,69.349,0.156,4677,96.436,0,2009,8
Aug-09,Royal Brunei Airlines,New Zealand,1417,54.629,0,1067,122.171,0,2009,8
Aug-09,Singapore Airlines,New Zealand,0,94.256,0,0,351.206,0,2009,8
Aug-09,Singapore Airlines,Singapore,90892,4904.455,121.775,97623,3356.931,0.729,2009,8
Aug-09,Solomon Airlines,Solomon Islands,985,7.918,0,1005,15.413,0,2009,8
Aug-09,South African Airways,South Africa,4314,31.211,1.101,3770,102.796,2.078,2009,8
Aug-09,Tasman Cargo Airlines,New Zealand,0,271.048,0,0,243.713,0,2009,8
Aug-09,Thai Airways International,Thailand,41333,2110,116.361,37984,1279.466,3.809,2009,8
Aug-09,Tiger Airways,Singapore,4800,0,0,5016,0,0,2009,8
Aug-09,United Airlines,USA,17735,53.551,65.453,20350,395.957,4.785,2009,8
Aug-09,United Parcel Service,Singapore,0,0,0,0,15,0,2009,8
Aug-09,United Parcel Service,USA,0,1338.525,0,0,0,0,2009,8
Aug-09,V Australia,USA,10380,351.143,14.147,11113,94.573,0,2009,8
Aug-09,Vietnam Airlines,Vietnam,7620,292.709,0,5833,47.725,0,2009,8
Aug-09,Virgin Atlantic Airways,Hong Kong (SAR),4195,518.835,0,4110,195.08,0,2009,8
Aug-09,Virgin Atlantic Airways,UK,1958,33.043,0,2338,42.235,0,2009,8
Aug-09,Virgin Australia,Fiji,10744,9.383,0,10817,27.445,0,2009,8
Aug-09,Virgin Australia,Indonesia,12493,0,0,11215,0,0,2009,8
Aug-09,Virgin Australia,New Zealand,32431,60.776,0,35329,35.705,0,2009,8
Aug-09,Virgin Australia,Papua New Guinea,1394,0,0,1390,6.794,0,2009,8
Aug-09,Virgin Australia,Solomon Islands,714,0,0,711,6.963,0,2009,8
Aug-09,Virgin Australia,Tonga,1076,1.654,0,1092,1.353,0,2009,8
Aug-09,Virgin Australia,Vanuatu,2739,5.428,0,2573,7.279,0,2009,8
Aug-09,Virgin Samoa,Western Samoa,1455,6.364,0,1871,1.626,0,2009,8
Sep-09,Aerolineas Argentinas,Argentina,1542,15.406,0.8,1826,14.995,0,2009,9
Sep-09,Aerolineas Argentinas,New Zealand,1292,39.529,0,1581,60.446,0,2009,9
Sep-09,Air Austral,France,78,0.65,0,70,3.787,0,2009,9
Sep-09,Air Austral,Reunion,592,1.479,0,836,6.604,0,2009,9
Sep-09,Air Caledonie,New Caledonia,3721,1.348,0.435,3767,105.066,2.366,2009,9
Sep-09,Air Canada,Canada,6893,229.11,0.206,5268,190.214,0.059,2009,9
Sep-09,Air Canada,USA,0,0,0,0,0,0,2009,9
Sep-09,Air China,China,9159,279.349,40.089,8912,93.982,21.669,2009,9
Sep-09,Air Mauritius,Mauritius,1118,23.349,0.001,1237,43.215,0,2009,9
Sep-09,Air New Zealand,Cook Islands,33,0,0,25,0.275,0,2009,9
Sep-09,Air New Zealand,New Zealand,83745,1499.086,301.834,83936,1638.479,5.623,2009,9
Sep-09,Air Niugini,Papua New Guinea,8270,81.444,1.26,8434,252.665,15.245,2009,9
Sep-09,Air Pacific,Fiji,18904,341.403,2.092,19891,207.768,9.23,2009,9
Sep-09,Air Vanuatu,Vanuatu,4196,27.404,0,4713,45.169,0,2009,9
Sep-09,AirAsia X,Malaysia,22253,132.152,0,23553,52.881,0,2009,9
Sep-09,Airlines PNG,Papua New Guinea,424,4.86,0.015,429,4.433,0.01,2009,9
Sep-09,Asiana Airlines,Korea,5501,227.399,32.697,6313,93.389,0,2009,9
Sep-09,British Airways,Singapore,2109,129.619,0,2038,159.628,0,2009,9
Sep-09,British Airways,Thailand,3731,27.614,0,2540,27.81,0,2009,9
Sep-09,British Airways,UK,9163,325.911,61.926,9284,80.322,0,2009,9
Sep-09,Cargolux Airlines Intl,Luxembourg,0,108.767,0,0,0,0,2009,9
Sep-09,Cargolux Airlines Intl,New Zealand,0,0,0,0,61.041,0,2009,9
Sep-09,Cargolux Airlines Intl,Singapore,0,46.124,0,0,0,0,2009,9
Sep-09,Cargolux Airlines Intl,USA,0,0,0,0,81.578,0,2009,9
Sep-09,Cathay Pacific Airways,Hong Kong (SAR),54367,3444.974,208.365,51094,2455,33.752,2009,9
Sep-09,China Airlines,Taiwan,6315,211.099,36.926,6802,33.697,0.118,2009,9
Sep-09,China Eastern Airlines,China,4570,122.003,10.015,5397,82.045,0.061,2009,9
Sep-09,China Southern Airlines,China,4340,279.678,26.629,4616,9.348,25.894,2009,9
Sep-09,Continental Micronesia,Guam,1696,0.102,0.002,1721,1.286,0.012,2009,9
Sep-09,Delta Air Lines,USA,5726,426.957,15.965,5578,158.135,0,2009,9
Sep-09,Emirates,New Zealand,23060,1003.15,0,19776,952.723,0,2009,9
Sep-09,Emirates,Singapore,4678,62.755,16.535,4483,402.353,0,2009,9
Sep-09,Emirates,Thailand,1571,7.429,0,963,0.329,0,2009,9
Sep-09,Emirates,United Arab Emirates,53478,1368.325,168.549,49197,2280.187,9.68,2009,9
Sep-09,Etihad Airways,Singapore,250,40.82,0,223,118.182,0,2009,9
Sep-09,Etihad Airways,United Arab Emirates,20920,899.706,42.268,19988,888.205,21.027,2009,9
Sep-09,Eva Air,Taiwan,1750,110.275,5.666,2048,48.608,1.203,2009,9
Sep-09,Federal Express Corporation,China,0,0,0,0,36.916,0,2009,9
Sep-09,Federal Express Corporation,USA,0,849.005,0,0,0,0,2009,9
Sep-09,Garuda Indonesia,Indonesia,22339,363.826,16.491,22787,100.203,0.024,2009,9
Sep-09,Hawaiian Airlines,USA,2590,1.98,1.99,2745,25.171,0.015,2009,9
Sep-09,Indonesia AirAsia,Indonesia,7586,0,0,8201,0,0,2009,9
Sep-09,JALways,Japan,12929,253.894,129.772,12853,373.173,1.495,2009,9
Sep-09,Jetstar,Indonesia,16103,196.048,0,16641,3.581,0.291,2009,9
Sep-09,Jetstar,Japan,21642,342.109,10.683,22645,311.628,13.427,2009,9
Sep-09,Jetstar,New Zealand,25183,35.237,0,26421,47.585,0,2009,9
Sep-09,Jetstar,Singapore,12641,28.5,1.497,11822,7.343,10.653,2009,9
Sep-09,Jetstar,Thailand,6316,188.022,0,5838,44.265,1.241,2009,9
Sep-09,Jetstar,USA,4536,37.051,4.03,4523,38.482,0.893,2009,9
